id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1696504138,0.250338,225649614,228,251729310.0,18833270.0,0.255991,0.230339,0.01999734,8.68164,19035503.0,9.21307,896397857.0,1000000000.0,,10.92,-97.69849,2018-05-03T01:43:05.844Z,0.145208,73.08652,2022-12-30T07:46:17.182Z,,2024-01-11T15:41:40.479Z,-1.2939157851525973,8.681640412398034,-7.95688129739678
wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1696502430,0.065472,223076828,229,247631803.0,9548856.0,0.067484,0.059702,0.00576999,9.66464,20832492.0,10.30066,3396443023.75293,3770303327.0,3770303327.0,2.77,-97.63196,2018-01-09T00:00:00.000Z,0.01594711,311.57569,2019-12-30T16:39:58.981Z,"{'times': -0.7953997029760888, 'currency': 'usd', 'percentage': -79.53997029760887}",2024-01-11T15:41:50.053Z,-1.4981363446607698,9.66463789617503,0.5976701535656835
swipe,sxp,SXP,https://assets.coingecko.com/coins/images/9368/large/swipe.png?1696509466,0.374041,222071064,231,222071516.0,14576245.0,0.382809,0.34114,0.03276503,9.60074,20783676.0,10.32537,590451834.466683,590453034.004356,,5.79,-93.513,2021-05-03T15:29:39.372Z,0.161303,132.85057,2020-03-18T13:24:48.021Z,,2024-01-11T15:42:13.694Z,-2.2903604764242083,9.600743249905276,-1.6887281353123067
jito-governance-token,jto,Jito,https://assets.coingecko.com/coins/images/33228/large/jto.png?1701137022,1.92,221331687,230,1924623365.0,219984646.0,2.08,1.55,0.377123,24.37127,42936553.0,24.06823,115000000.0,1000000000.0,,6.01,-67.82925,2023-12-07T16:04:48.717Z,1.45,33.20555,2024-01-08T03:34:43.146Z,,2024-01-11T15:41:54.229Z,-3.325359116755399,24.371267586740093,19.30994021642336
alexgo,alex,ALEX Lab,https://assets.coingecko.com/coins/images/25837/large/ALEX_Token.png?1696524922,0.33493,220131479,232,220131479.0,21980875.0,0.357107,0.308464,0.01641061,5.15215,11576276.0,5.5507,654514745.804098,654514745.804098,1000000000.0,0.483984,-30.43487,2023-12-27T03:00:31.119Z,0.01109555,2934.4031,2022-12-31T19:14:21.272Z,,2024-01-11T15:41:30.660Z,1.7656532459293155,5.15215062848433,-0.20743475458930416
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1696504947,0.01771986,218935376,233,234069393.0,17406155.0,0.01811945,0.01542503,0.00215525,13.84713,27517850.0,14.37583,12305426115.0007,13156044839.793139,13156044839.793139,0.37902,-95.30585,2021-10-26T09:28:49.782Z,0.00127355,1297.01983,2020-03-13T02:24:14.005Z,"{'times': 4.58105781228824, 'currency': 'usd', 'percentage': 458.10578122882396}",2024-01-11T15:41:44.144Z,-1.4887553890278147,13.847133325758548,-5.756078069497591
chromaway,chr,Chromia,https://assets.coingecko.com/coins/images/5000/large/Chromia.png?1696505533,0.272865,215999500,234,215999500.0,32398776.0,0.293671,0.268044,0.00389766,1.44912,56047408.0,35.04012,787434439.326204,787434439.326204,978064789.0,1.49,-81.60502,2021-11-20T09:59:59.379Z,0.00874003,3037.17656,2020-03-13T02:25:03.256Z,"{'times': 4.457292120022376, 'currency': 'usd', 'percentage': 445.7292120022376}",2024-01-11T15:41:52.092Z,-2.7052613404432746,1.4491230025519326,3.172884932514808
oasys,oas,Oasys,https://assets.coingecko.com/coins/images/27909/large/OAS.png?1696526929,0.113753,213003377,235,1146356013.0,2602599.0,0.115529,0.109392,0.00389738,3.54772,8999784.0,4.41158,1858090982.0,10000000000.0,10000000000.0,0.13011,-11.59015,2023-02-17T23:46:15.971Z,0.03923455,193.18519,2023-10-20T03:26:32.300Z,,2024-01-11T15:41:53.555Z,-0.9865027935674637,3.547720377617876,4.796823032816139
seedify-fund,sfund,Seedify.fund,https://assets.coingecko.com/coins/images/14614/large/Favicon_Icon.png?1696514292,3.54,208745570,236,357904372.0,8253452.0,3.67,3.27,0.208994,6.26584,16368127.0,8.50834,58324397.78,100000000.0,,16.79,-78.40334,2021-11-29T02:21:05.988Z,0.294604,1130.78668,2021-07-20T05:41:21.428Z,,2024-01-11T15:41:52.484Z,-2.874964753316598,6.26584362007175,-6.0010755958490085
constellation-labs,dag,Constellation,https://assets.coingecko.com/coins/images/4645/large/Constellation_Network_Logo.png?1696505213,0.069851,207978255,238,249552818.0,2017183.0,0.072963,0.058301,0.01155021,19.81133,36283065.0,21.13225,2958583317.55979,3550000000.0,,0.451761,-84.43943,2021-08-25T23:30:00.311Z,0.00110189,6279.63623,2019-03-09T00:00:00.000Z,"{'times': -0.599749312853288, 'currency': 'eth', 'percentage': -59.9749312853288}",2024-01-11T15:42:08.314Z,0.29024697400579086,19.811332586020704,8.621230581098144
blox,cdt,Blox,https://assets.coingecko.com/coins/images/1231/large/Blox_Staking_Logo_2.png?1696502308,0.306713,206902302,237,306713144.0,284983.0,0.313877,0.265799,0.03893026,14.53799,26295970.0,14.55983,674579184.17,1000000000.0,,0.502216,-38.92799,2023-03-21T14:15:03.845Z,0.00164788,18512.56493,2020-03-13T02:24:15.284Z,"{'times': -0.29096518773352914, 'currency': 'eth', 'percentage': -29.096518773352912}",2024-01-11T15:37:28.606Z,0.2031204982410047,14.537992418536072,19.560186002655875
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,0.00359095,202416590,239,358636611.0,11441256.0,0.00373575,0.0033024,0.00028855,8.73766,16665886.0,8.97218,56127938240.441696,99446065992.0629,99446065992.0629,0.120813,-96.99266,2021-06-16T16:03:41.147Z,0.00140933,157.79891,2023-10-12T17:40:43.384Z,,2024-01-11T15:42:12.798Z,-1.9808594033022282,8.737658769426293,4.5053124538845895
canto,canto,CANTO,https://assets.coingecko.com/coins/images/26959/large/canto-network.png?1696526014,0.355061,199804260,240,356883477.0,19991043.0,0.35789,0.322379,0.02892242,8.86814,17323952.0,9.4936,559858533.213393,1000000000.0,,0.764501,-53.40459,2023-02-07T18:11:01.341Z,0.069837,410.07302,2023-01-01T21:15:05.898Z,,2024-01-11T15:41:02.176Z,-0.6454473097097216,8.868137560798306,-2.865265497428681
bitkub-coin,kub,Bitkub Coin,https://assets.coingecko.com/coins/images/15760/large/KUB.png?1696515385,2.2,196397312,242,243148051.0,3628960.0,2.24,1.91,0.271257,14.05872,26615692.0,15.67643,88850000.0,110000000.0,110000000.0,17.24,-87.30103,2021-12-28T01:16:46.693Z,0.381968,473.1546,2021-07-20T14:22:47.966Z,,2024-01-11T15:41:54.791Z,-0.43915502402916207,14.058720732802687,9.837408309291389
joe,joe,JOE,https://assets.coingecko.com/coins/images/17569/large/JoeToken.png?1703732357,0.568199,194028303,241,283951086.0,28616936.0,0.584531,0.511727,0.056472,11.03561,19021122.0,10.86877,341459396.130234,499709398.21031,500000000.0,5.09,-88.75556,2021-11-21T14:27:00.202Z,0.02658814,2051.39569,2021-08-11T14:01:35.223Z,,2024-01-11T15:41:56.948Z,-1.860723985754792,11.035607943763885,-15.992504966298041
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,https://assets.coingecko.com/coins/images/30061/large/wbeth-icon.png?1696528983,2702.49,193255084,243,193255084.0,16397079.0,2747.5,2471.55,194.01,7.73403,16931403.0,9.60246,70938.0,70938.0,,2747.5,-0.54724,2024-01-11T14:08:28.162Z,1551.13,76.16016,2023-10-12T17:25:09.026Z,,2024-01-11T15:41:19.071Z,-1.2603199471899016,7.734025142598366,16.41556539732325
project-galaxy,gal,Galxe,https://assets.coingecko.com/coins/images/24530/large/galaxy.jpg?1696523708,2.01,193203977,244,406326068.0,25734339.0,2.07,1.71,0.294417,17.11705,29507133.0,18.02547,95097997.3068517,200000000.0,,18.32,-88.93748,2022-05-06T01:14:11.342Z,0.897786,125.73426,2023-06-10T06:49:52.957Z,,2024-01-11T15:41:56.148Z,-2.055671076165413,17.11704631271624,-6.465789711265206
baby-doge-coin,babydoge,Baby Doge Coin,https://assets.coingecko.com/coins/images/16125/large/babydoge.jpg?1696515731,1.313e-09,192583500,245,552754200.0,3389566.0,1.323e-09,1.195e-09,1.16538e-10,9.74141,17874407.0,10.23095,1.4633099163913923e+17,4.2e+17,4.2e+17,6.345e-09,-79.25371,2022-01-16T20:24:43.758Z,9.4771e-11,1288.92648,2021-06-09T02:48:21.787Z,,2024-01-11T15:41:53.186Z,-0.3495744745612519,9.741410786475853,-1.671242344759398
zelcash,flux,Flux,https://assets.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1696505679,0.560672,191283869,246,247239602.0,14259529.0,0.581343,0.505124,0.055548,10.99691,18500753.0,10.7075,340418369.799234,440000000.0,,3.33,-83.14178,2022-01-03T10:18:02.680Z,0.01640374,3318.00443,2021-01-13T05:29:57.987Z,,2024-01-11T15:42:10.008Z,-3.5557099419223164,10.996909734252615,-6.188695518961148
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,11.65,190816710,247,312092288.0,484500.0,11.84,11.5,-0.10459933093369324,-0.88951,-2021167.28989923,-1.04812,16393089.3181213,26811890.5595825,26811890.5595825,1415.26,-99.17611,2021-04-25T00:00:00.000Z,7.54,54.57028,2022-11-26T16:36:26.296Z,,2024-01-11T15:41:59.703Z,0.45447283769207036,-0.8895115939639878,0.8472372542231291
venus,xvs,Venus,https://assets.coingecko.com/coins/images/12677/large/download.jpg?1696512482,12.0,188491608,249,358552827.0,11146399.0,12.35,11.3,0.613524,5.38657,10905124.0,6.14074,15637036.164230186,29745109.54325738,30000000.0,146.82,-91.78896,2021-05-10T03:04:27.466Z,1.65,628.97434,2020-10-06T05:02:54.510Z,,2024-01-11T15:41:56.406Z,-1.9714931023844393,5.386572513337716,0.08546702125284007
stader-ethx,ethx,Stader ETHx,https://assets.coingecko.com/coins/images/30870/large/staderx.png?1696529717,2698.34,188385913,250,188385913.0,30083.0,2704.82,2443.67,234.37,9.5119,16515602.0,9.60934,69881.5890864566,69881.5890864566,,2704.82,-0.32913,2024-01-11T15:15:29.850Z,1537.24,75.37372,2023-10-12T17:37:32.660Z,,2024-01-11T15:41:55.212Z,1.0422825491578513,9.51190223892424,17.21102883406928
creditcoin-2,ctc,Creditcoin,https://assets.coingecko.com/coins/images/10569/large/ctc.png?1696510552,0.596987,188022481,248,359703708.0,19391928.0,0.627312,0.528485,0.068502,12.96191,22013247.0,13.26025,313628928.0,599999997.0,,8.67,-93.10068,2021-03-14T03:54:22.148Z,0.128298,365.98782,2023-10-19T04:10:52.176Z,,2024-01-11T15:42:10.110Z,-1.0439939629037343,12.961910248862003,-10.378489408207994
